"start time","start time ISO","start time timezone","start time offset","end time","end time ISO","end time timezone","end time offset","light mins","deep mins","rem mins","interruption mins","unknown mins",interruptions,"toss turns",type,"actual seconds",calories,"heart rate avg","heart rate min","heart rate max",state,version,id
"2016-05-04 11:50:37",2016-05-04T11:50:37Z,America/New_York,-240,"2016-05-04 12:22:37",2016-05-04T12:22:37Z,America/New_York,-240,31,0,0,0,0,0,1,sleep,1920,30.39999961853,70.055221557617,,,complete,2,sleep__2016-05-04T115037
"2016-05-05 03:22:15",2016-05-05T03:22:15Z,America/New_York,-240,"2016-05-05 11:46:15",2016-05-05T11:46:15Z,America/New_York,-240,249,145,109,0,0,0,36,sleep,30240,477.79998779297,67.988586425781,,,complete,2,sleep__2016-05-05T032215
